total_requests,slow_requests,E_pct,servers_on,avg_response_time_sec,p95_response_time_sec,p99_response_time_sec,deadline_violations,deadline_violation_rate_pct,avg_distance_km,avg_network_delay_ms,p95_network_delay_ms,p99_network_delay_ms,avg_load_balance_cv,cycle,total_replicas,cumulative_energy_joule,server_utilization
717,483,67.36401673640168,10,57.81592697281856,200.0090544586302,345.2085050714391,479,66.80613668061366,6.8000571978291156,11.184992344359259,20.079655806148516,24.827288932716126,0.5299787996016962,28,143,6659459.7,1.9133333333333333
263,105,39.92395437262358,10,35.0186783073993,120.00956333881427,150.01342150705776,102,38.78326996197718,6.659275863810868,11.073744661654326,20.449288309631715,28.33248821642313,0.4725334933184245,29,143,6946848.3,4.78
307,136,44.299674267100976,10,36.506193099343236,120.01330554460856,236.409378389817,128,41.693811074918564,6.753419803924456,11.079092828582533,20.739060931736848,24.90879042719661,0.5443923280929888,30,150,7290970.5,1.7533333333333334
295,131,44.40677966101695,10,37.725875148736684,150.0020987635428,214.21115262633128,126,42.71186440677966,6.38232280453522,10.620911448551466,20.582930252527735,24.808792096156566,0.4731750694710136,31,150,7629644.1,2.046666666666667
327,156,47.706422018348626,10,36.34425054389359,120.00939124324171,180.01173623444086,147,44.95412844036697,6.60481388664367,10.917210560252274,19.759530458917194,23.969323523552784,0.5229584342183329,32,150,7959648.899999999,1.9666666666666666
418,227,54.30622009569378,10,41.83343409917618,150.00641283005095,196.6093354390019,213,50.95693779904306,6.242154405042839,10.467591999148546,22.344617495615857,25.67406682308719,0.4783874121198232,33,150,8368090.499999999,2.18
349,172,49.2836676217765,10,36.821020042288254,125.00877051181851,200.01512395817153,168,48.137535816618914,5.926548258638876,10.13179013925425,18.303040613862365,24.032948378783512,0.5052322836297688,34,150,8684392.2,2.7866666666666666
354,163,46.045197740113,10,36.35500893419719,125.01473624254787,189.40808643637263,161,45.48022598870057,6.056852786675652,10.37616583559923,18.022109911361184,21.77100100810835,0.5068111130523578,35,150,9045031.799999999,2.3266666666666667
422,229,54.2654028436019,10,41.85925683377106,150.00646112799438,240.0118583606823,220,52.132701421800945,6.614134330989594,10.915601543576287,21.707502936084385,25.38674663629522,0.46516921053323096,36,150,9447322.499999998,2.36
412,222,53.883495145631066,10,44.66910297220677,150.01664078495045,235.6102293809915,212,51.45631067961165,6.983188448077428,11.335981915511173,22.497566826229704,24.650556119148227,0.53513224492784,37,150,9829804.499999998,2.8133333333333335
381,190,49.86876640419948,10,42.023522201093684,140.01466196359286,200.00747757299465,184,48.29396325459317,6.16853645455057,10.398841513632641,20.675509822399302,26.011619910788003,0.5490748468456321,38,150,10212169.499999998,2.7466666666666666
438,255,58.21917808219178,10,39.27318050893912,150.00593512766662,200.01472602615968,251,57.305936073059364,6.361183178114151,10.623431313554116,19.192009628538,24.12523006715627,0.5233203268998656,39,150,10560776.699999997,2.54
415,222,53.493975903614455,10,46.74285465364364,150.01747359718922,240.00879906175814,211,50.8433734939759,6.146096932367592,10.324533161714763,20.906294006301465,25.799089583645532,0.5416103628587831,40,150,10984802.999999998,2.92
424,226,53.301886792452834,10,38.45632331153099,120.0148584473899,200.00922070196287,218,51.41509433962264,6.280688268905052,10.568594549853016,19.373198321712426,25.25807136447202,0.568267679082598,41,144,11350757.699999997,2.7666666666666666
387,203,52.45478036175711,10,43.20971265258008,150.01401813700244,210.00983295199245,196,50.645994832041346,6.460814752395329,10.746244311346572,20.19787709915341,25.416183935871903,0.5476323392437864,42,144,11722115.099999998,2.8266666666666667
441,254,57.59637188208617,10,40.13087110968555,135.00973292157605,200.0155481017633,246,55.78231292517007,6.472619063947192,10.689703789854066,20.85999474345337,24.910454170073816,0.5352228716175376,43,144,12063320.099999998,2.58
422,228,54.02843601895734,10,45.837744543525105,150.01736359708897,270.01546928021884,218,51.65876777251185,6.3881181523871025,10.730325515621049,20.710814529232103,23.78823739712686,0.5779385004978589,44,147,12493570.499999998,2.94
412,218,52.9126213592233,10,41.013244803740484,125.01071290885086,197.8057322615951,212,51.45631067961165,6.508421032469063,10.81761927446866,21.066611219139368,24.82343521021086,0.4882051028951004,45,141,12864687.299999999,2.8133333333333335
