BCode,BTSID,Lat,Long
306,0c63038eb3ff9e2f577c166c169d98a2,31.252105,121.56398
307,f8785cdda8b29561e196dfefb29e17b5,30.967774,121.447499
308,72aa794429b8583c40fbca6710953f11,31.215428,121.660427
309,35280501247642cf53220f0a114aff07,31.201259,121.40143
310,d46cfce60c0c928f564909e112276127,31.116103,121.43571
311,164a0615c1bbd961c4ddd4e9637d6c62,31.015724,121.40907
312,a7539062727692d3ecb28157c0be2611,31.276718,121.371696
313,95c5ef2a929dbc59c7fa4c55629833dd,31.273045,121.546148
314,00e0d721f1fde195ef0e8c5eabb9549a,31.324464,121.387532
315,5d3760ef72ffa51747b694cccf99e10a,31.262048,121.458128
316,bffcb1037ea74c7f0ce238dbb1cf8ea3,31.242157,121.568785
317,54c1641bd843963fbf4206e0cb1f32da,31.099642,121.449578
318,dc7ed911e2ead53c3f361bb31e480737,31.270626,121.5908
319,f744a3b2575fd045965191c6b4b5a987,31.159756,121.525433
320,91e25e41dcbe8ed6411f7139a2f540e4,30.934254,121.279662
321,4c953fe45739f2c370fd3df83d6be5ca,31.211598,121.439406
322,f5a03f1b780ef55650a959ed53ddfe14,31.228755,121.523626
323,6ed9dcc084674a0facc21dbb5412b60c,31.030356,121.535809
324,60dcb8865dda384964b38200ead04f54,31.234496,121.521516
325,22711167556fbf9006848de3c61c4107,30.900013,121.049649
326,b18e885f0fb1b78ce7d94c57db485381,31.137509,121.40768
327,4d939208ad21ce1739f9e2ae85222142,30.970389,121.451558
328,71008f2587b1cdd66345742a82b5ad0c,31.260835,121.366953
329,871def99ad5d83f8a76a571f8bd4e77b,31.018176,121.418004
330,660d0b22910bd2f40ba8d7f8689ef6aa,31.359311,121.310645
331,654a522dfd01648c32d2701ffecb51a4,31.414397,121.481621
332,af1ac6b945992a0d5d14d4c45ce1a28c,31.086136,121.507054
333,f4894b6ea75eca41609fa6abc957416c,31.104981,121.360938
334,0b273be05962ae8667fc6ea5f2d34a7c,30.988441,121.87486
335,811ba19ea163038ed1c68f7286c05153,31.252105,121.56398
336,d9108b6d8b59097d7a9a9c66277b8f03,30.723654,121.330778
337,39e73b9169daeea33474aa58e2ca0908,31.260814,121.490337
338,ea0c47076be9f15bcd42421fbc25a264,31.303976,121.474504
339,ff8dc9d5e9d1bd5da4413e55b7b9c816,31.247688,121.528106
340,61f1ea24ac6d3e90da40442045581f48,31.211591,121.499553
341,ef436a1f2c7c98d617c711e407e5e1ea,31.265321,121.503333
342,21b871281269a95b466e8749f967bd95,31.176978,121.499522
343,a686334f31a413e0d308ce57f8844033,31.294508,121.537685
344,6b13731f24d58559d35bcb598f9c293d,31.140384,121.620758
345,60f37ef8e00d18e0d95d3686844c933c,31.423448,121.433415
346,dc0e5b9fa22ed64fcbb5a52466dc1247,31.268894,121.692432
347,c03a6ad231cba8462a2f4c6a9b8546a9,31.188821,121.387044
348,bc72cfbcbaf30885c885fb454d14c571,31.246345,121.45371
349,691f00103dc20f717254006ce7a99817,31.042056,121.720903
350,0df6a1589254fae322564a760b2d5eb8,31.053362,121.431405
351,70a3047fe0c05f1946a68637459bfaa6,31.168853,121.394657
352,4098c57ff3d0a65dfac812d3ce82e902,31.346682,121.49352
353,549b0297e81150ecaf844bf827f82bf9,31.311329,121.495756
354,a9cd44fccbc8db87117d5eebcfe49b0d,34.689694,112.407126
355,a185c5d37a8c6a111ae1094c30885ee5,30.999098,121.447826
356,a574a227c66ac22a37858c3fd8679590,31.16691,121.115166
357,ff4634b135c6fbdab6ffcd3d464d90cf,31.255942,121.38141
358,9784f86a8f0e7a3aeff5ad8c9ffd7d57,31.143774,121.519955
359,b37e616df7793e7eb60c21ff21c6b7fd,31.210891,121.3779
360,ec7c1b27fe54f3e5781c16baf4210a03,31.155848,121.383402
361,36dcb2d4e0cde5b2da85a4ef26999ebd,31.166408,121.569203
362,8293bc711a46bf58b03e6294512d0493,31.125695,121.46401
363,161d160d77bf85c9a62e1f8479eb22c5,31.114131,121.394475
364,0cd6250258c3ea50e85c12ed57f28d06,31.382812,121.242351
365,c4e0ac0fdbd46e4a00731c36a09c8413,31.096325,121.341209
366,50bf0a8e60b1d01eb8f143ddd9aa04c4,31.10888,121.390919
367,291d041ce52f48b0f17fab01d5b9b9a3,26.139329,103.078562
368,544883cd4370ea5633a0ddc597bc51d2,30.889117,121.319998
369,78691b5a36dd3a60a31fe1f4dcd62a1e,31.19706,121.095538
370,2b518ebb88f0d36b9b280ee99e010b4e,31.26484,121.498029
371,16e9d72b5c4dfea6992170737c1e863e,31.273183,121.488391
372,3238ef4da6b150c72cdae18f899fc023,31.233973,121.41641
373,d82231d408b595eb674967f39c87c1d2,31.146522,121.352501
374,c2a90e7593b281490255bfbf1d138001,31.242837,121.455083
375,877a8067c380613119b14c703e3050f0,31.175318,121.181299
376,074c927251806bc29dfabd665b79bad6,29.526266,119.910488
377,146c11ca463eda6733e1d4f89ff65846,31.250332,121.594504
378,396e51343f447456111e1e3e84c57ff1,31.142941,121.443942
379,b737812862267990b9ee5c9a4d8b94ca,31.163459,121.574025
380,793da01251c90ee6445b998e6627aeb6,30.847557,121.226776
381,bc35c7802d9f3d3d90e46d003cc3735d,31.297527,121.376
382,337286984aa47e106b8b0858dc6cc1dc,31.171101,121.507145
383,1668694956e91b0173b0ac47c3cb6828,31.192915,121.682688
384,a4795db9dc938f537f94cee5a45739ef,31.121932,121.33481
385,57df3fc5487924696f84c7ecfcc5180b,31.286632,121.552094
386,5b1f35e3dc398be6718a0556544fb2d3,31.109649,121.402441
387,06ea3775a6bbf3148566ae7c62dc08bc,30.914669,121.471638
388,8f4e281505af8cb156fcf88ddc0769b5,31.141245,121.500503
389,7730019c24cc3bd63a7002a3c0304965,31.216359,121.397227
390,d31afc70f8c329798b6bc50420cd9b5f,31.338059,121.289933
391,f4d6dea2db7b81c5916c74fbd757d895,31.078791,121.422082
392,8524e6d2b4667d818bc3c3908adf5e0e,31.286022,121.497436
393,96f9aa4369da3beb3c676115b1c3b709,31.069676,121.773361
394,bd7a94697dee7cb332f06f2ce0463779,31.06623,121.321933
395,300eecfa5d6b1330b2db0e5ca35c42b4,31.343106,121.455682
396,44ef6fe1ba463b3a00e2f2cc00a20004,31.206194,121.456569
397,2dec3e99e9508128f6ac6badc62f113f,30.887807,121.346419
398,73ffe4daeaa012291fd66f88a6851de3,31.246059,121.362706
399,5e53a821400a65938cc791daf653048d,30.983162,121.054057
400,0126aac37447462c3d48949544888c81,31.201251,121.561484
401,7feffe3293884e90bf615bc2442cc8ea,31.114131,121.394475
402,7a4f71008427b5b51aceb2338fdf550e,31.301602,121.487289
403,fc90a383043ac56b3fc08c09307c0db1,31.414397,121.481621
404,4178a01fbd0906689a867ae2d87b3b08,31.131231,121.398758
405,0230ec1dca2b63f2f0b5031da01839a8,31.247519,121.322265
406,c93e45b47572e8dbe115d6778b0498b7,31.204999,121.471193
407,0b353dbeb3a555e1de552fbd7ec494c3,31.355465,121.412867
